# Simulated MCMC Chain Data for UAT Framework (H0, k_early, omega_b, log_likelihood)
H0	k_early	omega_b	log_likelihood 
7.391654e+01	9.745970e-01	2.223698e-02	-1.449535e+03
7.209392e+01	9.974387e-01	2.238074e-02	-1.449392e+03
7.285476e+01	9.711647e-01	2.232486e-02	-1.449702e+03
7.368471e+01	9.841577e-01	2.239645e-02	-1.449562e+03
7.265547e+01	9.793857e-01	2.248391e-02	-1.452438e+03
7.147152e+01	9.478224e-01	2.255787e-02	-1.450700e+03
7.234948e+01	9.781548e-01	2.234162e-02	-1.448774e+03
7.258066e+01	9.876159e-01	2.235651e-02	-1.450107e+03
7.372314e+01	9.941101e-01	2.226381e-02	-1.450125e+03
7.324171e+01	9.699018e-01	2.247324e-02	-1.449194e+03
7.256640e+01	9.568945e-01	2.213234e-02	-1.451520e+03
7.364618e+01	9.577364e-01	2.251519e-02	-1.450613e+03
7.275723e+01	9.633868e-01	2.239092e-02	-1.449576e+03
7.510678e+01	9.810179e-01	2.246916e-02	-1.449758e+03
7.404273e+01	9.569769e-01	2.242944e-02	-1.451777e+03
7.241618e+01	9.617179e-01	2.257849e-02	-1.450267e+03
7.200236e+01	9.735151e-01	2.271700e-02	-1.450713e+03
7.374304e+01	9.478291e-01	2.251883e-02	-1.451168e+03
7.393880e+01	9.538640e-01	2.237147e-02	-1.450403e+03
7.364486e+01	9.857632e-01	2.248863e-02	-1.451941e+03
7.372124e+01	9.901777e-01	2.241357e-02	-1.451055e+03
7.317957e+01	9.613779e-01	2.262704e-02	-1.449745e+03
7.289586e+01	9.565329e-01	2.236882e-02	-1.449963e+03
7.403472e+01	9.646842e-01	2.241717e-02	-1.451010e+03
7.203111e+01	9.573783e-01	2.246007e-02	-1.451726e+03
7.246413e+01	9.769357e-01	2.259133e-02	-1.450695e+03
7.282283e+01	9.746314e-01	2.237593e-02	-1.450152e+03
7.292484e+01	9.657527e-01	2.258488e-02	-1.451404e+03
7.356343e+01	9.640203e-01	2.242359e-02	-1.447946e+03
7.272899e+01	9.776434e-01	2.241307e-02	-1.450075e+03
7.179374e+01	9.677854e-01	2.260299e-02	-1.450451e+03
7.297664e+01	9.502972e-01	2.241512e-02	-1.450570e+03
7.290151e+01	9.592842e-01	2.207241e-02	-1.449647e+03
7.157175e+01	9.666626e-01	2.214441e-02	-1.450527e+03
7.359060e+01	9.884510e-01	2.240529e-02	-1.450141e+03
7.126866e+01	9.603334e-01	2.236145e-02	-1.450688e+03
7.160218e+01	9.705635e-01	2.237738e-02	-1.451434e+03
7.329411e+01	9.679063e-01	2.251302e-02	-1.450246e+03
7.247996e+01	9.525221e-01	2.233993e-02	-1.450553e+03
7.360730e+01	9.811251e-01	2.229181e-02	-1.451154e+03
7.302308e+01	9.683740e-01	2.246505e-02	-1.448818e+03
7.165506e+01	9.716068e-01	2.261774e-02	-1.448885e+03
7.447325e+01	9.669436e-01	2.246985e-02	-1.450386e+03
7.346347e+01	9.571780e-01	2.249418e-02	-1.452030e+03
7.291930e+01	9.692590e-01	2.232548e-02	-1.450238e+03
7.197223e+01	9.486582e-01	2.268773e-02	-1.451405e+03
7.296710e+01	9.743920e-01	2.220516e-02	-1.450930e+03
7.330550e+01	9.758023e-01	2.253725e-02	-1.448227e+03
7.269366e+01	9.818901e-01	2.221821e-02	-1.450488e+03
7.296075e+01	9.656411e-01	2.248838e-02	-1.452767e+03
7.305508e+01	9.579458e-01	2.238357e-02	-1.451132e+03
7.171546e+01	9.509842e-01	2.236671e-02	-1.451418e+03
7.313554e+01	9.720184e-01	2.229671e-02	-1.449593e+03
7.361286e+01	9.646054e-01	2.235277e-02	-1.450421e+03
7.275024e+01	9.530475e-01	2.238163e-02	-1.450748e+03
7.373562e+01	9.674142e-01	2.226930e-02	-1.450384e+03
7.423609e+01	9.678866e-01	2.224561e-02	-1.449021e+03
7.335861e+01	9.588495e-01	2.234469e-02	-1.449799e+03
7.183770e+01	9.847688e-01	2.244703e-02	-1.450039e+03
7.105992e+01	9.684937e-01	2.240238e-02	-1.450746e+03
7.159406e+01	9.450400e-01	2.258631e-02	-1.450705e+03
7.210040e+01	9.512447e-01	2.240662e-02	-1.450564e+03
7.296667e+01	9.790875e-01	2.244972e-02	-1.450324e+03
7.258326e+01	9.554423e-01	2.238051e-02	-1.450691e+03
7.249619e+01	9.755139e-01	2.237413e-02	-1.449699e+03
7.333342e+01	9.721459e-01	2.223536e-02	-1.450052e+03
7.296177e+01	9.719283e-01	2.219260e-02	-1.449201e+03
7.260533e+01	9.838335e-01	2.245978e-02	-1.451484e+03
7.328201e+01	9.537447e-01	2.225483e-02	-1.450509e+03
7.094329e+01	9.689937e-01	2.223441e-02	-1.450100e+03
7.423570e+01	9.594306e-01	2.257505e-02	-1.450532e+03
7.318969e+01	9.650950e-01	2.227773e-02	-1.451753e+03
7.296847e+01	9.401481e-01	2.221848e-02	-1.448841e+03
7.317628e+01	9.754562e-01	2.236327e-02	-1.451592e+03
7.361601e+01	9.435168e-01	2.236160e-02	-1.451674e+03
7.282865e+01	9.782774e-01	2.251179e-02	-1.450173e+03
7.245020e+01	9.527191e-01	2.261932e-02	-1.450281e+03
7.240429e+01	9.661737e-01	2.231242e-02	-1.450753e+03
7.345538e+01	9.618997e-01	2.274883e-02	-1.451070e+03
7.486729e+01	9.593863e-01	2.240320e-02	-1.450629e+03
7.394331e+01	9.743082e-01	2.236057e-02	-1.448196e+03
7.254654e+01	9.455893e-01	2.224687e-02	-1.449358e+03
7.250895e+01	9.726363e-01	2.236077e-02	-1.450426e+03
7.381277e+01	9.771441e-01	2.252018e-02	-1.449706e+03
7.105272e+01	9.641484e-01	2.226443e-02	-1.448918e+03
7.247531e+01	9.605040e-01	2.221454e-02	-1.449711e+03
7.348382e+01	9.467721e-01	2.254103e-02	-1.449860e+03
7.303497e+01	9.717098e-01	2.249733e-02	-1.450876e+03
7.247681e+01	9.853495e-01	2.248423e-02	-1.449754e+03
7.269316e+01	9.407075e-01	2.233648e-02	-1.449216e+03
7.154281e+01	9.601105e-01	2.232945e-02	-1.449694e+03
7.298980e+01	9.453724e-01	2.249485e-02	-1.450283e+03
7.214116e+01	9.921397e-01	2.248724e-02	-1.451574e+03
7.421691e+01	9.726033e-01	2.235627e-02	-1.449052e+03
7.147259e+01	9.411423e-01	2.242854e-02	-1.451444e+03
7.271700e+01	9.792049e-01	2.256725e-02	-1.451434e+03
7.377244e+01	9.419655e-01	2.264581e-02	-1.450406e+03
7.169483e+01	9.694981e-01	2.244202e-02	-1.452287e+03
7.374369e+01	9.533680e-01	2.240395e-02	-1.450796e+03
7.214015e+01	9.751922e-01	2.219726e-02	-1.449079e+03
7.213762e+01	9.662495e-01	2.250664e-02	-1.449822e+03
7.331253e+01	9.787033e-01	2.200249e-02	-1.449174e+03
7.315120e+01	9.732234e-01	2.227470e-02	-1.448832e+03
7.327833e+01	9.689397e-01	2.259995e-02	-1.451213e+03
7.242579e+01	9.814153e-01	2.268160e-02	-1.449876e+03
7.200393e+01	9.753915e-01	2.251656e-02	-1.450631e+03
7.405523e+01	9.690865e-01	2.248817e-02	-1.450900e+03
7.247040e+01	9.662256e-01	2.215984e-02	-1.450123e+03
7.418663e+01	9.585581e-01	2.247101e-02	-1.449737e+03
7.254025e+01	9.705994e-01	2.245070e-02	-1.449145e+03
7.247586e+01	9.858119e-01	2.227458e-02	-1.451063e+03
7.369691e+01	9.698775e-01	2.249284e-02	-1.450986e+03
7.359473e+01	9.621621e-01	2.246665e-02	-1.448171e+03
7.254355e+01	9.646378e-01	2.262786e-02	-1.448439e+03
7.334795e+01	9.598116e-01	2.259352e-02	-1.451919e+03
7.358104e+01	9.757448e-01	2.237373e-02	-1.449598e+03
7.321201e+01	9.784656e-01	2.240059e-02	-1.451357e+03
7.330575e+01	9.726091e-01	2.224991e-02	-1.450220e+03
7.395865e+01	9.638556e-01	2.243820e-02	-1.450410e+03
7.393338e+01	9.733590e-01	2.251762e-02	-1.448430e+03
7.266202e+01	9.470990e-01	2.232516e-02	-1.450519e+03
7.297326e+01	9.696159e-01	2.250278e-02	-1.449830e+03
7.354608e+01	9.538604e-01	2.263120e-02	-1.448883e+03
7.358057e+01	9.560483e-01	2.242867e-02	-1.451060e+03
7.469687e+01	9.657912e-01	2.240698e-02	-1.448065e+03
7.278578e+01	9.705021e-01	2.246053e-02	-1.450144e+03
7.199132e+01	9.649619e-01	2.243923e-02	-1.449135e+03
7.294389e+01	9.636564e-01	2.260970e-02	-1.449350e+03
7.384218e+01	9.614386e-01	2.237079e-02	-1.450220e+03
7.355717e+01	9.628977e-01	2.250540e-02	-1.448996e+03
7.381970e+01	9.716909e-01	2.217274e-02	-1.451211e+03
7.424593e+01	9.689823e-01	2.261202e-02	-1.448273e+03
7.240847e+01	9.805046e-01	2.240437e-02	-1.449600e+03
7.308962e+01	9.649012e-01	2.246917e-02	-1.450099e+03
7.445419e+01	9.664230e-01	2.231686e-02	-1.451615e+03
7.280622e+01	9.513330e-01	2.238992e-02	-1.450834e+03
7.434245e+01	9.553532e-01	2.248255e-02	-1.450215e+03
7.347512e+01	9.746183e-01	2.232064e-02	-1.449684e+03
7.183395e+01	9.627495e-01	2.245715e-02	-1.451322e+03
7.217445e+01	9.677398e-01	2.240277e-02	-1.451681e+03
7.320486e+01	9.652595e-01	2.233792e-02	-1.451393e+03
7.273019e+01	9.776641e-01	2.226323e-02	-1.451738e+03
7.411873e+01	9.547915e-01	2.244430e-02	-1.449044e+03
7.353200e+01	9.603483e-01	2.251557e-02	-1.449925e+03
7.186402e+01	9.712708e-01	2.257177e-02	-1.450948e+03
7.325443e+01	9.537284e-01	2.220720e-02	-1.450050e+03
7.135717e+01	9.683966e-01	2.222497e-02	-1.450158e+03
7.231973e+01	9.648253e-01	2.236307e-02	-1.451448e+03
7.254977e+01	9.631202e-01	2.248068e-02	-1.451765e+03
7.268041e+01	9.742712e-01	2.228526e-02	-1.451174e+03
7.391030e+01	9.612859e-01	2.266340e-02	-1.450166e+03
7.327603e+01	9.625425e-01	2.266452e-02	-1.449961e+03
7.151943e+01	9.742533e-01	2.268582e-02	-1.450203e+03
7.293277e+01	9.567583e-01	2.209216e-02	-1.450361e+03
7.280103e+01	9.660368e-01	2.242471e-02	-1.451134e+03
7.278738e+01	9.897165e-01	2.241643e-02	-1.449046e+03
7.275244e+01	9.689084e-01	2.259708e-02	-1.449492e+03
7.123991e+01	9.578790e-01	2.256137e-02	-1.449788e+03
7.397384e+01	9.941651e-01	2.255620e-02	-1.449409e+03
7.265203e+01	9.825983e-01	2.226963e-02	-1.452250e+03
7.364250e+01	9.923173e-01	2.244695e-02	-1.450939e+03
7.333165e+01	9.801673e-01	2.215184e-02	-1.450379e+03
7.240245e+01	9.704178e-01	2.248744e-02	-1.447824e+03
7.257146e+01	9.658765e-01	2.212011e-02	-1.451724e+03
7.268093e+01	9.764959e-01	2.262349e-02	-1.450685e+03
7.378538e+01	9.959247e-01	2.246591e-02	-1.449582e+03
7.313896e+01	9.839278e-01	2.252365e-02	-1.451603e+03
7.256772e+01	9.729507e-01	2.212393e-02	-1.449949e+03
7.309177e+01	9.510301e-01	2.238202e-02	-1.450335e+03
7.374678e+01	9.540429e-01	2.247341e-02	-1.450775e+03
7.185402e+01	9.878060e-01	2.250925e-02	-1.450275e+03
7.389788e+01	9.748973e-01	2.244780e-02	-1.450011e+03
7.278375e+01	9.463302e-01	2.261612e-02	-1.449615e+03
7.379171e+01	9.731645e-01	2.226204e-02	-1.448753e+03
7.309300e+01	9.766356e-01	2.257583e-02	-1.452171e+03
7.314948e+01	9.518500e-01	2.238858e-02	-1.449449e+03
7.298067e+01	9.589413e-01	2.224980e-02	-1.447961e+03
7.312775e+01	9.526894e-01	2.244044e-02	-1.449968e+03
7.374209e+01	9.590513e-01	2.236125e-02	-1.450611e+03
7.362391e+01	9.663200e-01	2.241691e-02	-1.451261e+03
7.374016e+01	9.372462e-01	2.237432e-02	-1.450732e+03
7.187536e+01	9.616695e-01	2.232720e-02	-1.447894e+03
7.263458e+01	9.507239e-01	2.240709e-02	-1.450571e+03
7.347769e+01	9.740864e-01	2.226480e-02	-1.451802e+03
7.145723e+01	9.702128e-01	2.237256e-02	-1.451451e+03
7.115178e+01	9.873655e-01	2.252828e-02	-1.451229e+03
7.415609e+01	9.541534e-01	2.256831e-02	-1.451363e+03
7.345327e+01	9.583209e-01	2.247036e-02	-1.450625e+03
7.287137e+01	9.663322e-01	2.252753e-02	-1.452113e+03
7.256356e+01	9.589293e-01	2.250428e-02	-1.449686e+03
7.523017e+01	9.327168e-01	2.257356e-02	-1.451203e+03
7.301371e+01	9.583599e-01	2.246218e-02	-1.449041e+03
7.417354e+01	9.578889e-01	2.219930e-02	-1.448382e+03
7.402744e+01	9.804988e-01	2.251193e-02	-1.450309e+03
7.281875e+01	9.596225e-01	2.247852e-02	-1.450860e+03
7.269761e+01	9.754513e-01	2.226002e-02	-1.449332e+03
7.178886e+01	9.685733e-01	2.242718e-02	-1.450501e+03
7.249425e+01	9.589665e-01	2.240123e-02	-1.451714e+03
7.238599e+01	9.867491e-01	2.245345e-02	-1.450717e+03
7.338006e+01	9.513081e-01	2.232911e-02	-1.450977e+03
7.290308e+01	9.593697e-01	2.219760e-02	-1.448697e+03
7.354870e+01	9.615456e-01	2.236981e-02	-1.450437e+03
7.230789e+01	9.518612e-01	2.260368e-02	-1.451322e+03
7.448145e+01	9.772180e-01	2.268076e-02	-1.449533e+03
7.339654e+01	9.668564e-01	2.245216e-02	-1.450241e+03
7.268902e+01	9.521800e-01	2.223074e-02	-1.450918e+03
7.466279e+01	9.658783e-01	2.239070e-02	-1.449435e+03
7.233613e+01	9.603108e-01	2.251757e-02	-1.451123e+03
7.186268e+01	9.689342e-01	2.243448e-02	-1.449588e+03
7.350515e+01	9.816274e-01	2.263040e-02	-1.449735e+03
7.468830e+01	1.005372e+00	2.236361e-02	-1.448937e+03
7.270530e+01	9.648915e-01	2.244150e-02	-1.449139e+03
7.369195e+01	9.642926e-01	2.239253e-02	-1.449017e+03
7.145958e+01	9.715455e-01	2.255582e-02	-1.450373e+03
7.310592e+01	9.727418e-01	2.241762e-02	-1.450478e+03
7.478545e+01	9.692221e-01	2.235987e-02	-1.449958e+03
7.368615e+01	9.783884e-01	2.238541e-02	-1.449873e+03
7.311217e+01	9.588651e-01	2.252361e-02	-1.452371e+03
7.303932e+01	9.505104e-01	2.244968e-02	-1.448882e+03
7.392133e+01	9.863731e-01	2.242835e-02	-1.452160e+03
7.257667e+01	9.746123e-01	2.244701e-02	-1.450750e+03
7.393211e+01	9.567085e-01	2.232204e-02	-1.448775e+03
7.419931e+01	9.713269e-01	2.233278e-02	-1.450352e+03
7.350418e+01	9.796667e-01	2.218935e-02	-1.450030e+03
7.480231e+01	9.662870e-01	2.231688e-02	-1.450868e+03
7.308847e+01	9.650306e-01	2.223096e-02	-1.450093e+03
7.323447e+01	9.681511e-01	2.250463e-02	-1.451067e+03
7.338682e+01	9.649240e-01	2.260442e-02	-1.451113e+03
7.265914e+01	9.617907e-01	2.230482e-02	-1.447964e+03
7.439292e+01	9.798061e-01	2.246136e-02	-1.449542e+03
7.214526e+01	9.796474e-01	2.229144e-02	-1.452629e+03
7.240878e+01	9.778230e-01	2.238576e-02	-1.450638e+03
7.339294e+01	9.578587e-01	2.237687e-02	-1.448207e+03
7.350875e+01	9.701561e-01	2.236881e-02	-1.451299e+03
7.352721e+01	9.829994e-01	2.230649e-02	-1.449429e+03
7.416501e+01	9.416296e-01	2.238969e-02	-1.451103e+03
7.364793e+01	9.761635e-01	2.219049e-02	-1.449696e+03
7.484622e+01	9.651633e-01	2.228292e-02	-1.449712e+03
7.229426e+01	9.913680e-01	2.237391e-02	-1.451344e+03
7.352694e+01	9.488312e-01	2.241258e-02	-1.450696e+03
7.372733e+01	9.557469e-01	2.238316e-02	-1.448807e+03
7.323308e+01	9.395817e-01	2.239899e-02	-1.448525e+03
7.320213e+01	9.710490e-01	2.234669e-02	-1.449333e+03
7.323060e+01	9.723260e-01	2.228764e-02	-1.450730e+03
7.280716e+01	9.738937e-01	2.238178e-02	-1.450720e+03
7.332645e+01	9.810062e-01	2.251477e-02	-1.451164e+03
7.436151e+01	9.652824e-01	2.247675e-02	-1.450384e+03
7.303785e+01	9.769721e-01	2.239663e-02	-1.451731e+03
7.429632e+01	9.632615e-01	2.249392e-02	-1.451149e+03
7.393842e+01	9.719740e-01	2.228468e-02	-1.451166e+03
7.269403e+01	9.494711e-01	2.261970e-02	-1.451343e+03
7.510643e+01	9.708743e-01	2.253990e-02	-1.450622e+03
7.339672e+01	9.702761e-01	2.256579e-02	-1.449816e+03
7.398842e+01	9.461956e-01	2.257695e-02	-1.448949e+03
7.349714e+01	9.502921e-01	2.241707e-02	-1.450630e+03
7.396632e+01	9.579892e-01	2.245823e-02	-1.448626e+03
7.442181e+01	9.685366e-01	2.247140e-02	-1.450347e+03
7.403540e+01	9.814955e-01	2.243072e-02	-1.452318e+03
7.353220e+01	9.729712e-01	2.226685e-02	-1.447461e+03
7.399931e+01	9.479659e-01	2.266108e-02	-1.449280e+03
7.307944e+01	9.590748e-01	2.223033e-02	-1.451466e+03
7.268711e+01	9.571035e-01	2.246237e-02	-1.450049e+03
7.316633e+01	9.823230e-01	2.223837e-02	-1.451359e+03
7.248968e+01	9.646377e-01	2.267252e-02	-1.450679e+03
7.227646e+01	9.567815e-01	2.226345e-02	-1.450770e+03
7.232355e+01	9.464662e-01	2.239981e-02	-1.449379e+03
7.390019e+01	9.626984e-01	2.230986e-02	-1.451494e+03
7.185456e+01	9.667359e-01	2.239862e-02	-1.448707e+03
7.145643e+01	9.809944e-01	2.250753e-02	-1.451680e+03
7.279976e+01	9.735745e-01	2.234728e-02	-1.449002e+03
7.431235e+01	9.943950e-01	2.216061e-02	-1.450567e+03
7.284228e+01	9.666137e-01	2.205277e-02	-1.450335e+03
7.307140e+01	9.487490e-01	2.247941e-02	-1.450676e+03
7.196770e+01	9.677764e-01	2.257977e-02	-1.450082e+03
7.302225e+01	9.515706e-01	2.239803e-02	-1.450234e+03
7.251942e+01	9.553562e-01	2.227516e-02	-1.448792e+03
7.305883e+01	9.786505e-01	2.221922e-02	-1.449666e+03
7.290238e+01	9.373848e-01	2.234349e-02	-1.450351e+03
7.327775e+01	9.613565e-01	2.232848e-02	-1.449616e+03
7.107914e+01	9.506962e-01	2.230797e-02	-1.451291e+03
7.441043e+01	9.643799e-01	2.226155e-02	-1.449433e+03
7.491692e+01	9.752125e-01	2.273345e-02	-1.450630e+03
7.226213e+01	9.481142e-01	2.227744e-02	-1.449086e+03
7.134039e+01	9.859217e-01	2.232670e-02	-1.449673e+03
7.254833e+01	9.581324e-01	2.224406e-02	-1.451120e+03
7.160080e+01	9.492693e-01	2.257127e-02	-1.450994e+03
7.322011e+01	9.706274e-01	2.233517e-02	-1.449437e+03
7.257391e+01	9.557069e-01	2.234452e-02	-1.451140e+03
7.227434e+01	9.563239e-01	2.248741e-02	-1.449991e+03
7.279822e+01	9.678411e-01	2.246320e-02	-1.452127e+03
7.149112e+01	9.754716e-01	2.244003e-02	-1.448925e+03
7.408063e+01	9.724862e-01	2.263705e-02	-1.451451e+03
7.386482e+01	9.558640e-01	2.210653e-02	-1.449488e+03
7.203021e+01	9.581201e-01	2.248032e-02	-1.451797e+03
7.418968e+01	9.447111e-01	2.270018e-02	-1.452117e+03
7.383047e+01	9.527035e-01	2.263513e-02	-1.450074e+03
7.340112e+01	9.799281e-01	2.229791e-02	-1.449443e+03
7.357451e+01	9.715969e-01	2.259388e-02	-1.450566e+03
7.403704e+01	9.813329e-01	2.247931e-02	-1.450803e+03
7.435154e+01	9.562139e-01	2.237957e-02	-1.448799e+03
7.228615e+01	9.732672e-01	2.251983e-02	-1.450222e+03
7.358560e+01	9.750849e-01	2.222915e-02	-1.451146e+03
7.287999e+01	9.657095e-01	2.258759e-02	-1.449926e+03
7.236085e+01	9.565577e-01	2.254705e-02	-1.448716e+03
7.133094e+01	9.810983e-01	2.240269e-02	-1.449294e+03
7.424382e+01	9.790188e-01	2.220303e-02	-1.451156e+03
7.147564e+01	9.730187e-01	2.280104e-02	-1.448445e+03
7.339282e+01	9.747319e-01	2.229171e-02	-1.451005e+03
7.409533e+01	9.622181e-01	2.262462e-02	-1.449388e+03
7.235578e+01	9.654283e-01	2.227120e-02	-1.450188e+03
7.341331e+01	9.602651e-01	2.218890e-02	-1.450011e+03
7.301214e+01	9.739538e-01	2.220177e-02	-1.450610e+03
7.471487e+01	9.681801e-01	2.239537e-02	-1.449970e+03
7.370799e+01	9.603658e-01	2.222602e-02	-1.451181e+03
7.101652e+01	9.710537e-01	2.248076e-02	-1.450612e+03
7.330856e+01	9.559773e-01	2.243061e-02	-1.448980e+03
7.297320e+01	9.616101e-01	2.225316e-02	-1.450349e+03
7.300821e+01	9.711957e-01	2.232051e-02	-1.450691e+03
7.236843e+01	9.568564e-01	2.254137e-02	-1.449548e+03
7.332169e+01	9.481210e-01	2.218294e-02	-1.449114e+03
7.285732e+01	9.552431e-01	2.245133e-02	-1.450223e+03
7.305205e+01	9.490770e-01	2.236419e-02	-1.449757e+03
7.339489e+01	9.808324e-01	2.257385e-02	-1.449470e+03
7.445346e+01	9.869949e-01	2.242451e-02	-1.449759e+03
7.319077e+01	9.699423e-01	2.234043e-02	-1.450941e+03
7.344112e+01	9.747030e-01	2.236453e-02	-1.449838e+03
7.270607e+01	9.720374e-01	2.248558e-02	-1.449455e+03
7.342414e+01	9.679486e-01	2.250646e-02	-1.451501e+03
7.410539e+01	9.496130e-01	2.237593e-02	-1.449191e+03
7.336895e+01	9.591284e-01	2.250180e-02	-1.450108e+03
7.267621e+01	9.726204e-01	2.220320e-02	-1.448416e+03
7.288542e+01	9.618426e-01	2.237740e-02	-1.450258e+03
7.411946e+01	9.563301e-01	2.261059e-02	-1.450988e+03
7.120468e+01	9.756048e-01	2.268591e-02	-1.450429e+03
7.192127e+01	9.698201e-01	2.216339e-02	-1.449241e+03
7.364881e+01	9.736627e-01	2.236777e-02	-1.448628e+03
7.434751e+01	9.640424e-01	2.244476e-02	-1.448282e+03
7.229259e+01	9.687363e-01	2.225296e-02	-1.450864e+03
7.318777e+01	9.617081e-01	2.259999e-02	-1.451161e+03
7.289268e+01	9.787336e-01	2.234402e-02	-1.451652e+03
7.266113e+01	9.743655e-01	2.224285e-02	-1.450561e+03
7.361656e+01	9.677933e-01	2.234985e-02	-1.451832e+03
7.257497e+01	9.593455e-01	2.214164e-02	-1.449075e+03
7.350288e+01	9.566798e-01	2.236872e-02	-1.449665e+03
7.299333e+01	9.861849e-01	2.238961e-02	-1.451099e+03
7.228691e+01	9.602075e-01	2.246281e-02	-1.450705e+03
7.289213e+01	9.500170e-01	2.249256e-02	-1.450451e+03
7.265106e+01	9.934610e-01	2.245595e-02	-1.451154e+03
7.349359e+01	9.823993e-01	2.228419e-02	-1.448902e+03
7.285079e+01	9.840871e-01	2.254394e-02	-1.449059e+03
7.273781e+01	9.482659e-01	2.253483e-02	-1.450367e+03
7.185257e+01	9.650043e-01	2.241525e-02	-1.449370e+03
7.343591e+01	9.654483e-01	2.266575e-02	-1.451634e+03
7.274141e+01	9.475417e-01	2.234379e-02	-1.450965e+03
7.316852e+01	9.761268e-01	2.236364e-02	-1.447934e+03
7.389554e+01	9.557152e-01	2.226930e-02	-1.449555e+03
7.345023e+01	9.909205e-01	2.258262e-02	-1.450116e+03
7.361852e+01	9.559675e-01	2.241870e-02	-1.450147e+03
7.403982e+01	9.751806e-01	2.263465e-02	-1.450298e+03
7.262505e+01	9.576711e-01	2.219995e-02	-1.450307e+03
7.317234e+01	9.573738e-01	2.234902e-02	-1.451200e+03
7.316316e+01	9.664996e-01	2.264717e-02	-1.451614e+03
7.246942e+01	9.491573e-01	2.220424e-02	-1.450803e+03
7.321682e+01	9.639761e-01	2.238492e-02	-1.448750e+03
7.387968e+01	9.629684e-01	2.257042e-02	-1.449859e+03
7.363385e+01	9.676616e-01	2.256442e-02	-1.448164e+03
7.212470e+01	9.749254e-01	2.233785e-02	-1.448660e+03
7.371707e+01	9.671645e-01	2.244662e-02	-1.450213e+03
7.284974e+01	9.554111e-01	2.241036e-02	-1.449968e+03
7.252828e+01	9.690406e-01	2.248952e-02	-1.450866e+03
7.181701e+01	9.742981e-01	2.255073e-02	-1.449372e+03
7.295597e+01	9.727766e-01	2.215926e-02	-1.451177e+03
7.521149e+01	9.468858e-01	2.241677e-02	-1.450825e+03
7.077415e+01	9.681543e-01	2.220103e-02	-1.451241e+03
7.278631e+01	9.723749e-01	2.257695e-02	-1.449801e+03
7.329535e+01	9.464428e-01	2.235472e-02	-1.450486e+03
7.376895e+01	9.565790e-01	2.275211e-02	-1.450398e+03
7.383732e+01	9.662627e-01	2.244056e-02	-1.450692e+03
7.382383e+01	9.680188e-01	2.249769e-02	-1.450250e+03
7.151905e+01	9.769778e-01	2.269456e-02	-1.450522e+03
7.278043e+01	9.749958e-01	2.218716e-02	-1.449809e+03
7.152440e+01	9.801901e-01	2.240101e-02	-1.450068e+03
7.229854e+01	9.982848e-01	2.260171e-02	-1.449144e+03
7.293872e+01	9.697732e-01	2.231462e-02	-1.450416e+03
7.413866e+01	9.481704e-01	2.255257e-02	-1.449039e+03
7.396037e+01	9.647531e-01	2.233676e-02	-1.451079e+03
7.262933e+01	9.795503e-01	2.257816e-02	-1.449397e+03
7.370434e+01	9.456655e-01	2.220680e-02	-1.449890e+03
7.427638e+01	9.819293e-01	2.251689e-02	-1.450370e+03
7.364941e+01	9.680863e-01	2.240712e-02	-1.448290e+03
7.280394e+01	9.762659e-01	2.235419e-02	-1.451568e+03
7.173164e+01	9.621941e-01	2.241167e-02	-1.449184e+03
7.161999e+01	9.643476e-01	2.262480e-02	-1.449735e+03
7.309455e+01	9.795544e-01	2.246567e-02	-1.452433e+03
7.338059e+01	9.624690e-01	2.260971e-02	-1.448477e+03
7.199972e+01	9.618142e-01	2.240386e-02	-1.451857e+03
7.296291e+01	9.720912e-01	2.243917e-02	-1.451277e+03
7.358286e+01	9.714026e-01	2.255896e-02	-1.450061e+03
7.314710e+01	9.772155e-01	2.249043e-02	-1.451131e+03
7.336651e+01	9.748525e-01	2.232074e-02	-1.450275e+03
7.300885e+01	9.708877e-01	2.234007e-02	-1.450157e+03
7.347672e+01	9.571980e-01	2.236782e-02	-1.450683e+03
7.261759e+01	9.432629e-01	2.240458e-02	-1.449970e+03
7.225294e+01	9.450194e-01	2.259075e-02	-1.450973e+03
7.416055e+01	9.624556e-01	2.244270e-02	-1.451144e+03
7.310434e+01	9.593964e-01	2.239102e-02	-1.449596e+03
7.267060e+01	9.572986e-01	2.255996e-02	-1.449816e+03
7.213721e+01	9.742674e-01	2.234401e-02	-1.449252e+03
7.278808e+01	9.378200e-01	2.230955e-02	-1.450471e+03
7.324085e+01	9.679670e-01	2.241667e-02	-1.449302e+03
7.351820e+01	9.575378e-01	2.220680e-02	-1.450677e+03
7.373631e+01	9.801262e-01	2.268280e-02	-1.449610e+03
7.331525e+01	9.500308e-01	2.235371e-02	-1.451691e+03
7.360382e+01	9.506102e-01	2.239943e-02	-1.449302e+03
7.407198e+01	9.807019e-01	2.233636e-02	-1.450755e+03
7.360300e+01	9.473581e-01	2.235222e-02	-1.449292e+03
7.482021e+01	9.455502e-01	2.231867e-02	-1.450604e+03
7.215227e+01	9.600134e-01	2.207306e-02	-1.450846e+03
7.205513e+01	9.654911e-01	2.227550e-02	-1.449296e+03
7.352784e+01	9.774588e-01	2.237044e-02	-1.450802e+03
7.333675e+01	9.563082e-01	2.242719e-02	-1.448330e+03
7.443953e+01	9.759956e-01	2.222851e-02	-1.449221e+03
